DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;32;30000;1295.1;15;9;1;1;9;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;45;30000;1382.3;15;9;1;1;9;-1;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;4;30000;793.8;15;9;1;1;9;-2;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;5;30000;868.1;15;9;1;1;9;-1;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;7;30000;1072.8;15;9;1;4;9;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;9;30000;1281.6;15;9;1;1;9;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;13;30000;1406.7;15;9;1;1;9;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;25;30000;1695.0;15;9;1;1;9;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;26;30000;1666.0;15;9;1;1;9;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;28;30000;1701.3;15;9;1;1;9;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;32;30000;890.8;8;9;1;1;9;-1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;7;45;30000;1877.9;15;9;1;1;9;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;4;30000;853.2;15;9;1;1;9;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;5;30000;956.8;16;9;1;1;1;1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;7;30000;1252.3;15;9;1;1;9;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;9;30000;1802.7;8;9;1;1;1;1;0;0;1;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;13;30000;1754.7;15;9;1;1;9;1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;16;30000;1866.4;15;9;1;1;9;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;22;30000;2032.1;15;9;1;1;9;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;25;30000;1995.4;15;9;1;1;9;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;26;30000;2100.5;15;9;1;1;9;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;28;30000;2129.5;15;9;1;1;9;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;32;30000;2155.8;15;9;1;1;9;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;9;45;30000;2058.1;15;9;1;1;9;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;4;30000;1129.3;24;9;1;1;13;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;5;30000;1274.2;15;9;1;1;13;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;7;30000;1624.3;15;9;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;9;30000;1855.4;15;9;1;1;13;-1;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;13;30000;2177.7;15;9;1;1;13;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;25;30000;2722.5;15;9;1;1;13;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;26;30000;2689.2;15;9;1;1;13;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;28;30000;2795.2;15;9;1;1;13;-2;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;32;30000;2336.5;8;9;1;1;13;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;13;45;30000;2844.5;15;9;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;16;9;30000;2065.0;15;9;1;1;16;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;16;16;30000;2782.9;15;9;1;9;16;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;16;22;30000;3040.1;15;9;1;1;1;-2;0;0;1;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;22;9;30000;2322.6;25;9;1;1;22;-1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;22;16;30000;2958.4;15;9;1;1;22;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;22;22;30000;3238.7;16;9;1;1;22;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;22;32;30000;3480.1;15;9;1;1;22;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;4;30000;1480.2;28;9;1;5;25;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;5;30000;1729.9;27;9;1;9;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;7;30000;2118.7;25;9;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;9;30000;2407.8;15;9;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;13;30000;2888.9;15;9;1;1;25;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;25;30000;3360.1;16;9;1;1;25;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;26;30000;3566.7;15;9;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;28;30000;3570.9;15;9;1;1;25;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;32;30000;3592.5;15;9;1;1;25;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;25;45;30000;3746.1;15;9;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;4;30000;1517.2;27;9;1;6;26;-1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;5;30000;1793.5;25;9;1;1;26;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;7;30000;2179.6;25;9;1;1;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;9;30000;2485.1;25;9;1;1;26;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;13;30000;2944.2;15;9;1;3;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;25;30000;3694.3;15;9;1;1;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;26;30000;3672.3;15;9;1;1;26;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;28;30000;3776.5;15;9;1;1;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;32;30000;3610.3;15;9;1;1;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;26;45;30000;3927.0;15;9;1;1;26;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;4;30000;1546.2;27;9;1;7;28;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;5;30000;1811.4;28;9;1;9;28;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;7;30000;2203.5;27;9;1;4;28;-2;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;9;30000;2544.2;27;9;1;1;28;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;13;30000;2954.5;15;9;1;1;28;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;25;30000;3810.3;15;9;1;1;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;26;30000;3761.6;15;9;1;1;28;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;28;30000;3886.6;15;9;1;1;28;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;32;30000;3917.9;15;9;1;1;28;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;28;45;30000;4401.1;15;9;1;1;28;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;4;30000;1652.6;31;9;1;7;32;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;5;30000;1951.1;25;9;1;1;32;0;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;7;30000;2463.3;25;9;1;1;32;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;9;30000;2854.8;25;9;1;1;1;-1;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;13;30000;3264.3;25;9;1;1;32;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;22;30000;3891.9;25;9;1;1;1;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;25;30000;4120.6;15;9;1;1;32;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;26;30000;4275.3;15;9;1;1;32;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;28;30000;4333.3;16;9;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;32;30000;4420.2;15;9;1;1;1;1;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;32;45;30000;4739.9;15;9;1;1;32;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;45;32;30000;3485.3;10;9;1;1;45;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;45;45;30000;3472.9;30;9;1;1;45;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;4;4;30000;513.8;16;10;1;1;1;-2;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;4;10;30000;856.0;15;10;1;1;10;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;4;15;30000;938.3;15;10;1;1;10;-2;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;10;4;30000;1068.6;15;10;1;1;10;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;10;10;30000;1940.6;15;10;1;1;10;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;10;15;30000;2324.5;15;10;1;1;10;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;15;4;30000;1278.4;27;10;1;1;15;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;15;10;30000;2221.1;15;10;1;1;15;1;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;10;15;15;30000;2643.5;15;10;1;7;15;-1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;12;12;12;30000;2364.5;22;12;1;1;12;-2;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;1;11;30000;323.3;8;13;1;1;13;-2;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;4;30000;570.1;15;13;1;1;13;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;5;30000;639.2;15;13;1;4;13;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;7;30000;753.5;15;13;1;11;13;-1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;9;30000;879.7;15;13;1;1;13;1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;13;30000;1032.7;9;13;1;1;1;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;17;30000;831.8;15;13;1;11;13;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;25;30000;731.5;8;13;1;1;13;-1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;26;30000;1207.4;8;13;1;1;13;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;28;30000;1272.8;15;13;1;1;13;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;32;30000;1260.2;8;13;1;1;1;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;4;45;30000;426.5;8;8;1;5;13;1;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;4;30000;713.3;15;13;1;1;13;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;5;30000;780.7;15;13;1;12;13;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;7;30000;986.4;15;13;1;1;13;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;9;30000;1081.4;15;13;1;1;13;1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;13;30000;1243.5;10;13;1;1;1;-2;0;0;1;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;16;30000;1330.7;15;13;1;1;13;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;17;30000;1355.1;15;13;1;12;13;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;20;30000;1348.5;15;13;1;1;13;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;24;30000;1495.8;15;13;1;1;13;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;25;30000;623.1;8;8;1;4;13;0;2;0;0;0;1;0;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;26;30000;1383.1;15;13;1;1;13;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;28;30000;491.3;8;8;1;5;13;0;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;32;30000;737.6;15;13;1;3;13;1;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;5;45;30000;567.8;4;8;1;1;13;0;1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;6;20;30000;1534.0;15;13;1;1;13;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;6;32;30000;1755.1;15;13;1;1;13;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;4;30000;927.7;15;13;1;12;13;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;5;30000;1052.1;15;13;1;11;13;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;7;30000;1298.0;15;13;1;1;13;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;9;30000;1433.8;15;13;1;10;13;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;13;30000;768.4;9;8;1;4;1;0;2;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;25;30000;1760.7;16;13;1;1;13;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;26;30000;1297.8;8;13;1;1;13;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;28;30000;2043.2;15;13;1;1;13;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;32;30000;769.3;8;8;1;1;13;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;7;45;30000;2081.0;15;13;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;4;30000;1050.8;15;13;1;4;13;-2;1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;5;30000;1215.9;15;13;1;9;13;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;7;30000;1521.3;15;13;1;1;13;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;9;30000;1678.6;15;13;1;3;13;1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;13;30000;1900.0;15;13;1;13;13;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;25;30000;2237.5;15;13;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;26;30000;2271.4;15;13;1;1;13;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;28;30000;2400.1;15;13;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;32;30000;2382.9;15;13;1;1;13;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;9;45;30000;2460.3;15;13;1;1;13;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;4;30000;819.5;10;8;1;11;1;-1;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;5;30000;867.3;10;8;1;6;13;-2;2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;7;30000;1932.1;15;13;1;1;13;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;9;30000;2220.1;15;13;1;1;13;1;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;13;30000;1155.5;8;8;1;1;1;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;14;30000;2716.0;15;13;1;1;13;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;17;30000;2869.6;15;13;1;1;13;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;20;30000;2988.6;15;13;1;1;13;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;24;30000;3094.9;15;13;1;1;13;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;25;30000;3168.9;15;13;1;1;13;-2;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;26;30000;3180.3;15;13;1;1;13;-1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;28;30000;3433.5;15;13;1;1;13;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;32;30000;3236.2;15;13;1;1;13;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;45;30000;3392.8;15;13;1;1;13;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;72;30000;1329.1;8;8;1;1;13;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;13;81;30000;1274.4;4;8;1;1;13;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;14;13;30000;2634.0;15;13;1;1;14;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;14;14;30000;2752.9;15;13;1;1;14;-2;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;14;25;30000;3238.3;15;13;1;1;14;1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;14;26;30000;3277.8;15;13;1;1;14;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;14;32;30000;3336.1;15;13;1;1;14;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;16;5;30000;1639.5;15;13;1;1;16;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;17;4;30000;1465.2;28;13;1;2;17;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;17;5;30000;1674.4;25;13;1;12;17;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;17;13;30000;2852.9;15;13;1;1;17;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;17;17;30000;3009.1;16;13;1;1;17;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;17;32;30000;3385.2;15;13;1;1;17;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;20;5;30000;1836.0;25;13;1;5;20;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;20;6;30000;2071.1;25;13;1;1;20;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;20;13;30000;2962.6;15;13;1;1;20;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;20;20;30000;3475.1;16;13;1;1;20;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;20;32;30000;3817.9;15;13;1;1;20;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;24;5;30000;2006.2;28;13;1;9;24;-1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;24;13;30000;3255.1;25;13;1;11;24;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;24;24;30000;4073.2;15;13;1;1;24;0;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;24;26;30000;3876.3;15;13;1;6;24;1;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;24;32;30000;4309.0;15;13;1;1;24;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;4;30000;1666.6;25;13;1;9;25;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;5;30000;1958.3;28;13;1;7;25;-2;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;7;30000;2451.2;25;13;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;9;30000;2801.0;25;13;1;1;25;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;13;30000;3272.6;25;13;1;1;25;0;0;0;0;0;1;0;0;0;0;1
